,filename,url,start_time,number_of_frames,width,height,label_proc,label_raw,label_notes,partition,signer
15,aslized/elsie_stecker_0016,https://www.youtube.com/watch?v=4YIYRu2PERg,0:03:27.600000,21,640,360,seeds,seeds,,train,0
16,aslized/elsie_stecker_0017,https://www.youtube.com/watch?v=4YIYRu2PERg,0:03:30.230000,62,640,360,tactile asl,tactile asl,,train,0
17,aslized/elsie_stecker_0018,https://www.youtube.com/watch?v=4YIYRu2PERg,0:03:33.575000,22,640,360,asl,asl,,train,0
18,aslized/elsie_stecker_0019,https://www.youtube.com/watch?v=4YIYRu2PERg,0:03:52.990000,33,640,360,garden,garden,,train,0
19,aslized/elsie_stecker_0020,https://www.youtube.com/watch?v=4YIYRu2PERg,0:03:58.490000,31,640,360,garden,garden,,train,0
20,aslized/elsie_stecker_0021,https://www.youtube.com/watch?v=4YIYRu2PERg,0:04:02.540000,12,640,360,door,door,,train,0
21,aslized/elsie_stecker_0022,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:00:08.560000,39,480,360,gar,gar,gar?,train,0
22,aslized/elsie_stecker_0023,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:00:12.210000,59,480,360,asl literature,asl!literature,,train,0
23,aslized/elsie_stecker_0024,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:00:14.525000,39,480,360,asl lit,asl lit,,train,0
24,aslized/elsie_stecker_0025,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:00:18.750000,31,480,360,asl lit,asl lit,,train,0
25,aslized/elsie_stecker_0026,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:00:22.195000,32,480,360,asl lit,asl lit,,train,0
26,aslized/elsie_stecker_0027,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:00:24.680000,37,480,360,fotgs,fotgs,fotgs?,train,0
27,aslized/elsie_stecker_0028,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:00:49.630000,23,480,360,asl,asl,,train,0
28,aslized/elsie_stecker_0029,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:01:09.170000,22,480,360,all,all ,"palm back, sign like",train,0
29,aslized/elsie_stecker_0030,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:01:10.840000,42,480,360,ok ok ok ok,ok ok ok ok,,train,0
30,aslized/elsie_stecker_0031,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:01:12.620000,10,480,360,it,it,,train,0
31,aslized/elsie_stecker_0032,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:01:13.950000,13,480,360,ok,ok,,train,0
32,aslized/elsie_stecker_0033,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:01:26.570000,27,480,360,asl lit,asl lit,,train,0
33,aslized/elsie_stecker_0034,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:01:28.260000,20,480,360,format,format,,train,0
34,aslized/elsie_stecker_0035,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:01:31.545000,16,480,360,so,so,,train,0
35,aslized/elsie_stecker_0036,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:01:42.645000,23,480,360,lit,lit,,train,0
36,aslized/elsie_stecker_0037,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:01:44.050000,34,480,360,asl lit,asl!lit,,train,0
37,aslized/elsie_stecker_0038,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:01:48.050000,39,480,360,gelentax,gelentax,gelentax?,train,0
38,aslized/elsie_stecker_0039,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:01:50.090000,24,480,360,lit,lit,,train,0
39,aslized/elsie_stecker_0040,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:01:57.970000,19,480,360,own,own ,sign-like,train,0
40,aslized/elsie_stecker_0041,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:02:06.045000,54,480,360,literature,literature,,train,0
41,aslized/elsie_stecker_0042,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:02:10.790000,36,480,360,genres,genres,,train,0
42,aslized/elsie_stecker_0043,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:02:14.765000,14,480,360,all,all ,sign like,train,0
43,aslized/elsie_stecker_0044,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:02:21.140000,36,480,360,g caknr,g caknr,g caknr?,train,0
44,aslized/elsie_stecker_0045,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:02:22.440000,24,480,360,hurry,hurry,hurry?,train,0
45,aslized/elsie_stecker_0046,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:02:25.560000,52,480,360,yg asl inter,yg asl inter,yg asl inter?,train,0
46,aslized/elsie_stecker_0047,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:02:38.480000,20,480,360,rale,rale,rale?,train,0
47,aslized/elsie_stecker_0048,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:02:41.990000,20,480,360,lit,lit,,train,0
48,aslized/elsie_stecker_0049,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:02:44.450000,15,480,360,ed,ed,,train,0
49,aslized/elsie_stecker_0050,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:02:49.440000,20,480,360,hs,hs ,sign like,train,0
50,aslized/elsie_stecker_0051,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:02:51.030000,26,480,360,lit all,lit!all ,all - sign like,train,0
51,aslized/elsie_stecker_0052,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:02:53.117000,21,480,360,romeo,romeo,,train,0
52,aslized/elsie_stecker_0053,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:02:54.022000,13,480,360,jult,jult,,train,0
53,aslized/elsie_stecker_0054,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:02:54.662000,13,480,360,hs,hs ,sign like,train,0
54,aslized/elsie_stecker_0055,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:03:01.982000,14,480,360,ama,ama,ama?,train,0
55,aslized/elsie_stecker_0056,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:03:05.062000,57,480,360,l asl lit,l!asl lit,,train,0
56,aslized/elsie_stecker_0057,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:03:17.100000,30,480,360,asl lit,asl lit,,train,0
57,aslized/elsie_stecker_0058,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:03:21.300000,29,480,360,age,age,,train,0
58,aslized/elsie_stecker_0059,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:03:25.675000,63,480,360,hs asl lit,hs!asl lit,,train,0
59,aslized/elsie_stecker_0060,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:03:29.840000,21,480,360,so,so,,train,0
60,aslized/elsie_stecker_0061,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:03:31.465000,18,480,360,it,it,,train,0
61,aslized/elsie_stecker_0062,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:03:38.969000,22,480,360,lit,lit,,train,0
62,aslized/elsie_stecker_0063,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:03:40.794000,34,480,360,folk lore,folk!lore,,train,0
63,aslized/elsie_stecker_0064,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:03:45.950000,27,480,360,city,city,,train,0
64,aslized/elsie_stecker_0065,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:03:53.715000,28,480,360,lit,lit,,train,0
65,aslized/elsie_stecker_0066,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:03:56.355000,42,480,360,oral,oral,,train,0
66,aslized/elsie_stecker_0067,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:04:06.080000,38,480,360,tribes,tribes,,train,0
67,aslized/elsie_stecker_0068,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:04:36.330000,39,480,360,asl lit,asl lit,,train,0
68,aslized/elsie_stecker_0069,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:04:44.675000,45,480,360,asl lit,asl lit,,train,0
69,aslized/elsie_stecker_0070,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:04:48.055000,19,480,360,lit,lit,,train,0
70,aslized/elsie_stecker_0071,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:05:10.760000,25,480,360,it,it,it?,train,0
71,aslized/elsie_stecker_0072,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:05:12.765000,29,480,360,darwin,darwin,,train,0
72,aslized/elsie_stecker_0073,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:05:15.290000,58,480,360,evolution of,evolution of,,train,0
73,aslized/elsie_stecker_0074,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:05:17.575000,24,480,360,fittest,fittest,,train,0
74,aslized/elsie_stecker_0075,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:05:19.685000,12,480,360,so,so,,train,0
75,aslized/elsie_stecker_0076,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:05:24.350000,56,480,360,ideology so,ideology so,,train,0
76,aslized/elsie_stecker_0077,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:05:30.996000,13,480,360,so,so,,train,0
77,aslized/elsie_stecker_0078,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:05:34.571000,10,480,360,so,so,,train,0
78,aslized/elsie_stecker_0079,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:05:44.626000,16,480,360,so,so,,train,0
79,aslized/elsie_stecker_0080,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:05:47.056000,20,480,360,lit,lit,,train,0
80,aslized/elsie_stecker_0081,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:05:53.564000,26,480,360,vy,vy,vy?,train,0
81,aslized/elsie_stecker_0082,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:06:01.230000,25,480,360,baic,baic,,train,0
82,aslized/elsie_stecker_0083,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:06:02.425000,74,480,360,narrative elements,narrative!elements,,train,0
83,aslized/elsie_stecker_0084,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:06:06.680000,23,480,360,lit,lit,,train,0
84,aslized/elsie_stecker_0085,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:06:09.285000,17,480,360,if,if,,train,0
85,aslized/elsie_stecker_0086,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:06:12.720000,24,480,360,when,when,when?,train,0
86,aslized/elsie_stecker_0087,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:06:18.980000,24,480,360,themes,themes,themes?,train,0
87,aslized/elsie_stecker_0088,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:06:20.260000,21,480,360,so,so,,train,0
88,aslized/elsie_stecker_0089,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:06:22.100000,26,480,360,ust do,ust do,ust do?,train,0
89,aslized/elsie_stecker_0090,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:06:23.180000,16,480,360,a,a,,train,0
90,aslized/elsie_stecker_0091,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:06:23.935000,16,480,360,z,z,,train,0
91,aslized/elsie_stecker_0092,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:06:25.260000,37,480,360,sake of a,sake of a,sake of a?,train,0
92,aslized/elsie_stecker_0093,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:06:26.650000,10,480,360,z,z,,train,0
93,aslized/elsie_stecker_0094,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:06:28.306000,31,480,360,got,got,,train,0
94,aslized/elsie_stecker_0095,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:06:30.876000,11,480,360,so,so,,train,0
95,aslized/elsie_stecker_0096,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:06:37.691000,12,480,360,n,n,n?,train,0
96,aslized/elsie_stecker_0097,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:06:49.211000,66,480,360,plot elements,plot elements,,train,0
97,aslized/elsie_stecker_0098,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:06:56.701000,17,480,360,n,n,n?,train,0
98,aslized/elsie_stecker_0099,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:06:57.961000,36,480,360,villans,villans,,train,0
99,aslized/elsie_stecker_0100,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:07:07.578000,24,480,360,it,it,,train,0
100,aslized/elsie_stecker_0101,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:07:12.455000,19,480,360,n,n,n?,train,0
101,aslized/elsie_stecker_0102,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:07:23.305000,21,480,360,or,or,,train,0
102,aslized/elsie_stecker_0103,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:07:26.419000,35,480,360,hide,hide,,train,0
103,aslized/elsie_stecker_0104,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:07:34.525000,52,480,360,plot elents,plot!elents,,train,0
104,aslized/elsie_stecker_0105,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:07:36.333000,58,480,360,narrative elents,narrative!elents,,train,0
105,aslized/elsie_stecker_0106,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:07:39.740000,19,480,360,ok,ok,,train,0
106,aslized/elsie_stecker_0107,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:07:41.003000,38,480,360,asl lit,asl lit,,train,0
107,aslized/elsie_stecker_0108,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:07:43.187000,22,480,360,all,all ,sign-like,train,0
108,aslized/elsie_stecker_0109,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:07:46.669000,61,480,360,personification,personification,,train,0
109,aslized/elsie_stecker_0110,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:07:50.888000,19,480,360,cl,cl,,train,0
110,aslized/elsie_stecker_0111,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:07:53.256000,43,480,360,persifon,persifon,,train,0
111,aslized/elsie_stecker_0112,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:07:56.774000,40,480,360,rathskar,rathskar,rathskar?,train,0
112,aslized/elsie_stecker_0113,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:08:08.756000,43,480,360,hotelets,hotelets,hotelets?,train,0
113,aslized/elsie_stecker_0114,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:08:29.387000,15,480,360,ed,ed ,education,train,0
114,aslized/elsie_stecker_0115,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:08:50.334000,19,480,360,so,so,,train,0
115,aslized/elsie_stecker_0116,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:09:05.047000,20,480,360,asl,asl,,train,0
116,aslized/elsie_stecker_0117,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:09:05.889000,49,480,360,paramters,paramters,,train,0
117,aslized/elsie_stecker_0118,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:09:09.100000,116,480,360,hs location palm orientation,hs!location!palm orientation,,train,0
118,aslized/elsie_stecker_0119,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:09:16.415000,28,480,360,asl lit,asl lit,,train,0
119,aslized/elsie_stecker_0120,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:09:31.174000,18,480,360,bits,bits,bits?,train,0
120,aslized/elsie_stecker_0121,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:09:33.551000,11,480,360,n,n,n?,train,0
121,aslized/elsie_stecker_0122,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:09:37.296000,18,480,360,asl,asl,,train,0
122,aslized/elsie_stecker_0123,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:09:44.217000,36,480,360,asl lit,asl lit,,train,0
123,aslized/elsie_stecker_0124,https://www.youtube.com/watch?v=yOAmYSW3WyU,0:09:50.278000,27,480,360,snores,snores,snores?,train,0
124,aslized/elsie_stecker_0209,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:00:20.960000,38,640,360,wfd,wfd,,train,0
125,aslized/elsie_stecker_0210,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:00:56.770000,43,640,360,us,us ,circular motion - sign-like,train,0
126,aslized/elsie_stecker_0211,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:00:59.770000,47,640,360,audism,audism,,train,0
127,aslized/elsie_stecker_0212,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:01:16.300000,24,640,360,ed,ed ,education,train,0
128,aslized/elsie_stecker_0213,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:01:30.375000,57,640,360,at all,at all,,train,0
129,aslized/elsie_stecker_0214,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:01:36.782000,43,640,360,us,us ,circular motion - united states,train,0
130,aslized/elsie_stecker_0215,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:02:00.267000,34,640,360,at all,at all,,train,0
131,aslized/elsie_stecker_0216,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:02:03.397000,39,640,360,luxury,luxury,,train,0
132,aslized/elsie_stecker_0217,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:02:24.717000,20,640,360,un,un,,train,0
133,aslized/elsie_stecker_0218,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:02:29.422000,19,640,360,ed,ed ,education,train,0
134,aslized/elsie_stecker_0219,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:02:49.767000,31,640,360,few,few,,train,0
135,aslized/elsie_stecker_0220,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:03:09.722000,55,640,360,resources,resources,,train,0
136,aslized/elsie_stecker_0221,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:03:16.892000,26,640,360,care,care,,train,0
137,aslized/elsie_stecker_0222,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:03:21.002000,53,640,360,legal social,legal!social,,train,0
138,aslized/elsie_stecker_0223,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:03:33.257000,37,640,360,rings,rings,,train,0
139,aslized/elsie_stecker_0224,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:03:41.202000,89,640,360,victims of rape,victims!of rape,,train,0
140,aslized/elsie_stecker_0225,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:03:55.197000,25,640,360,ed,ed ,education,train,0
141,aslized/elsie_stecker_0226,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:04:01.774000,21,640,360,sex,sex,,train,0
142,aslized/elsie_stecker_0227,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:05:20.109000,48,640,360,cognitive,cognitive,,train,0
143,aslized/elsie_stecker_0228,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:06:00.130000,18,640,360,non,non,,train,0
144,aslized/elsie_stecker_0229,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:06:03.785000,53,640,360,grwilson,grwilson,grwilson?,train,0
145,aslized/elsie_stecker_0230,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:06:08.925000,27,640,360,us,us ,circular motion - united states,train,0
146,aslized/elsie_stecker_0231,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:06:48.400000,28,640,360,us,us ,circular motion - united states,train,0
147,aslized/elsie_stecker_0232,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:06:50.085000,19,640,360,asl,asl,,train,0
148,aslized/elsie_stecker_0233,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:06:51.040000,20,640,360,asl,asl,,train,0
149,aslized/elsie_stecker_0234,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:06:51.970000,15,640,360,asl,asl,,train,0
150,aslized/elsie_stecker_0235,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:06:59.960000,113,640,360,linguistic imperialism,linguistic!imperialism,,train,0
151,aslized/elsie_stecker_0236,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:07:04.515000,39,640,360,wfd,wfd,,train,0
152,aslized/elsie_stecker_0237,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:07:33.845000,34,640,360,us,us ,circular motion - united states,train,0
153,aslized/elsie_stecker_0238,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:07:58.925000,42,640,360,resources,resources,,train,0
154,aslized/elsie_stecker_0239,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:08:06.560000,44,640,360,reality,reality,,train,0
155,aslized/elsie_stecker_0240,https://www.youtube.com/watch?v=m8BMq3WMLvw,0:08:18.635000,29,640,360,waitgos,waitgos,waitgos?,train,0
156,aslized/elsie_stecker_0346,https://www.youtube.com/watch?v=_90FhxcumBI,0:00:00.870000,74,540,360,aslized,aslized,,train,0
157,aslized/elsie_stecker_0347,https://www.youtube.com/watch?v=_90FhxcumBI,0:00:05.040000,56,540,360,asl ed,asl!ed,,train,0
158,aslized/elsie_stecker_0348,https://www.youtube.com/watch?v=_90FhxcumBI,0:00:09.200000,98,540,360,media literacy,media!literacy,,train,0
159,aslized/elsie_stecker_0349,https://www.youtube.com/watch?v=_90FhxcumBI,0:00:13.045000,37,540,360,aslized,aslized,,train,0
160,aslized/elsie_stecker_0350,https://www.youtube.com/watch?v=_90FhxcumBI,0:00:19.995000,27,540,360,asl,asl,,train,0
161,aslized/elsie_stecker_0351,https://www.youtube.com/watch?v=_90FhxcumBI,0:00:23.470000,91,540,360,asl literature,asl!literature,,train,0
162,aslized/elsie_stecker_0352,https://www.youtube.com/watch?v=_90FhxcumBI,0:00:29.900000,25,540,360,asl,asl,,train,0
163,aslized/elsie_stecker_0353,https://www.youtube.com/watch?v=dOMTkit0iXk,0:00:03.090000,32,1920,1080,txt,txt,,train,0
164,aslized/elsie_stecker_0354,https://www.youtube.com/watch?v=dOMTkit0iXk,0:00:04.590000,31,1920,1080,eail,eail,,train,0
165,aslized/elsie_stecker_0355,https://www.youtube.com/watch?v=dOMTkit0iXk,0:00:11.240000,28,1920,1080,asl,asl,,train,0
166,aslized/elsie_stecker_0356,https://www.youtube.com/watch?v=dOMTkit0iXk,0:00:17.185000,37,1920,1080,aslized,aslized,,train,0
167,aslized/elsie_stecker_0357,https://www.youtube.com/watch?v=dOMTkit0iXk,0:00:20.180000,49,1920,1080,keyboard,keyboard,,train,0
168,aslized/elsie_stecker_0358,https://www.youtube.com/watch?v=dOMTkit0iXk,0:00:23.050000,66,1920,1080,signily,signily,,train,0
169,aslized/elsie_stecker_0359,https://www.youtube.com/watch?v=dOMTkit0iXk,0:00:26.375000,24,1920,1080,asl,asl,,train,0
170,aslized/elsie_stecker_0443,https://www.youtube.com/watch?v=b4y7D8BN2E8,0:00:01.130000,61,1920,1080,aslized,aslized,,train,0
171,aslized/elsie_stecker_0444,https://www.youtube.com/watch?v=b4y7D8BN2E8,0:00:05.270000,59,1920,1080,website,website,,train,0
172,aslized/elsie_stecker_0445,https://www.youtube.com/watch?v=b4y7D8BN2E8,0:00:20.030000,64,1920,1080,jasll,jasll,,train,0
173,aslized/elsie_stecker_0446,https://www.youtube.com/watch?v=b4y7D8BN2E8,0:00:22.930000,75,1920,1080,aslizers,aslizers,,train,0
174,aslized/elsie_stecker_0447,https://www.youtube.com/watch?v=b4y7D8BN2E8,0:00:27.930000,58,1920,1080,jasll,jasll,,train,0
175,aslized/elsie_stecker_0448,https://www.youtube.com/watch?v=b4y7D8BN2E8,0:00:30.835000,76,1920,1080,journal of,journal!of,,train,0
176,aslized/elsie_stecker_0449,https://www.youtube.com/watch?v=b4y7D8BN2E8,0:00:35.520000,77,1920,1080,literature,literature,,train,0
177,aslized/elsie_stecker_0450,https://www.youtube.com/watch?v=b4y7D8BN2E8,0:01:03.660000,27,1920,1080,peer,peer,,train,0
178,aslized/elsie_stecker_0451,https://www.youtube.com/watch?v=b4y7D8BN2E8,0:01:09.100000,62,1920,1080,drafts,drafts,,train,0
179,aslized/elsie_stecker_0452,https://www.youtube.com/watch?v=b4y7D8BN2E8,0:01:22.595000,32,1920,1080,asl,asl,,train,0
180,aslized/elsie_stecker_0453,https://www.youtube.com/watch?v=b4y7D8BN2E8,0:01:25.240000,143,1920,1080,jasll literature,jasll!literature,,train,0
181,aslized/elsie_stecker_0454,https://www.youtube.com/watch?v=b4y7D8BN2E8,0:01:42.375000,40,1920,1080,asl,asl,,train,0
182,aslized/elsie_stecker_0455,https://www.youtube.com/watch?v=b4y7D8BN2E8,0:01:45.890000,78,1920,1080,aslizers,aslizers,,train,0
183,aslized/elsie_stecker_0456,https://www.youtube.com/watch?v=b4y7D8BN2E8,0:02:02.720000,44,1920,1080,asl,asl,,train,0
184,aslized/elsie_stecker_0457,https://www.youtube.com/watch?v=b4y7D8BN2E8,0:02:14.970000,45,1920,1080,youtube,youtube,,train,0
185,aslized/elsie_stecker_0458,https://www.youtube.com/watch?v=b4y7D8BN2E8,0:02:17.940000,62,1920,1080,facebook age,facebook!age,,train,0
186,aslized/elsie_stecker_0469,https://www.youtube.com/watch?v=kXMEynJbfMs,0:03:57.770000,18,1280,720,roots,roots,,train,0
187,aslized/elsie_stecker_0470,https://www.youtube.com/watch?v=kXMEynJbfMs,0:04:02.920000,16,1280,720,roots,roots,,train,0
188,aslized/elsie_stecker_0471,https://www.youtube.com/watch?v=kXMEynJbfMs,0:04:03.990000,26,1280,720,asl,asl,,train,0
189,aslized/joseph_hill_0125,https://www.youtube.com/watch?v=y7ooYqdEdUY,0:00:20.500000,22,640,360,own,own,,train,1
190,aslized/joseph_hill_0126,https://www.youtube.com/watch?v=y7ooYqdEdUY,0:00:31.085000,48,640,360,asl,asl,,train,1
191,aslized/joseph_hill_0127,https://www.youtube.com/watch?v=y7ooYqdEdUY,0:00:36.700000,52,640,360,early,early,,train,1
192,aslized/joseph_hill_0128,https://www.youtube.com/watch?v=y7ooYqdEdUY,0:00:48.105000,71,640,360,birthday,birthday,,train,1
